Id,SalePrice
1679,389466.03104
1680,343369.52234
1681,261099.34865
1682,317972.06235
1683,186054.1046
1684,178219.96624
1685,173366.10985
1686,162329.57203
1687,177219.55168
1688,190874.82913
1689,197134.74553
1690,198529.42713
1691,186660.76111
1692,264014.96832
1693,172303.81111
1694,180983.62129
1695,164838.89793
1696,270610.3829
1697,173289.92236
1698,340612.13768
1699,295627.3017
1700,255557.70286
1701,279143.03747
1702,255498.63514
1703,257213.28279
1704,277722.75513
1705,245615.66972
1706,444237.59825
1707,220910.58084
1708,206826.46525
1709,260249.47866
1710,212643.96066
1711,282787.93475
1712,255630.44353
1713,285105.41781
1714,228717.74686
1715,213192.52819
1716,186459.22517
1717,178167.25467
1718,146961.35624
1719,214997.059
1720,245019.51763
1721,154888.13224
1722,130045.33307
1723,143894.44637
1724,204656.47631
1725,227938.90071
1726,186828.42458
1727,154974.19173
1728,159117.17821
1729,164495.43102
1730,165860.28029
1731,122166.34597
1732,124351.07079
1733,113576.5084
1734,119895.76349
1735,119821.70717
1736,110159.62256
1737,309338.69678
1738,255310.61571
1739,254177.13513
1740,213414.92385
1741,195335.31834
1742,170911.88003
1743,178361.59759
1744,296512.7456
1745,210086.69444
1746,199536.48356
1747,220860.56575
1748,210779.03606
1749,146970.74988
1750,129845.50538
1751,251626.37482
1752,120185.94057
1753,144841.35093
1754,191033.31606
1755,162058.27964
1756,127018.91307
1757,121651.94316
1758,146814.54773
1759,177719.4504
1760,161927.86126
1761,146530.33641
1762,175453.56518
1763,191872.05551
1764,114881.54389
1765,177999.48954
1766,189122.9136
1767,219632.43822
1768,146371.17934
1769,168001.58312
1770,143973.43799
1771,130286.52149
1772,130939.92707
1773,125007.83872
1774,150033.14792
1775,137179.31343
1776,128383.59129
1777,106008.47505
1778,138121.25672
1779,115660.92885
1780,169742.30785
1781,132185.96369
1782,84349.365712
1783,143793.32834
1784,113320.13646
1785,125919.03015
1786,147751.4088
1787,161761.71583
1788,64709.39378
1789,103937.07872
1790,77952.155219
1791,172691.9551
1792,161780.78697
1793,129173.77703
1794,149368.30164
1795,134754.3429
1796,131255.98282
1797,114843.51184
1798,127667.61898
1799,112055.84805
1800,138594.0643
1801,124072.52534
1802,136957.98293
1803,145986.27333
1804,139425.70759
1805,139141.82502
1806,120401.09917
1807,135378.31913
1808,121767.63893
1809,131601.84503
1810,142982.39867
1811,90707.366522
1812,104437.86141
1813,124905.15904
1814,90540.923041
1815,59760.886334
1816,97138.117499
1817,113896.59779
1818,146825.71703
1819,133217.13488
1820,50931.407423
1821,109828.16004
1822,154280.11156
1823,42800.074564
1824,125073.84998
1825,148933.38048
1826,108598.91917
1827,99642.338229
1828,130288.30626
1829,110428.89547
1830,142301.99344
1831,162134.04204
1832,86474.595632
1833,141060.7621
1834,123801.44116
1835,118867.89047
1836,115924.56396
1837,95825.083929
1838,124890.63565
1839,89025.430407
1840,148574.61459
1841,137497.79882
1842,83730.712737
1843,127097.98679
1844,140020.22313
1845,149595.75357
1846,153438.25122
1847,160602.05764
1848,64025.766964
1849,112045.43844
1850,117411.19891
1851,151731.72217
1852,127873.30492
1853,122739.55073
1854,166863.46397
1855,161025.97953
1856,223379.37104
1857,160283.84148
1858,146455.22114
1859,129379.45302
1860,137979.78093
1861,128461.83679
1862,313566.06384
1863,293659.20541
1864,293783.98727
1865,343831.49896
1866,342585.35288
1867,221733.98657
1868,282846.53531
1869,200337.873
1870,222531.34872
1871,249551.69105
1872,173344.51123
1873,215979.83529
1874,155748.70722
1875,204942.26196
1876,196533.76004
1877,208480.06904
1878,198250.88176
1879,124327.39211
1880,136238.96219
1881,234729.95803
1882,238143.65444
1883,187355.88377
1884,203814.77891
1885,242060.33315
1886,289708.54767
1887,201191.87917
1888,263302.28181
1889,173789.69281
1890,121200.07329
1891,135126.53872
1892,97950.799891
1893,134559.82922
1894,130078.13083
1895,142863.88991
1896,130472.84293
1897,104178.16626
1898,117555.6632
1899,155971.67787
1900,149131.52987
1901,179703.60553
1902,160612.70189
1903,219975.962
1904,157933.43365
1905,199641.70808
1906,178269.02965
1907,196372.46459
1908,110347.1733
1909,126794.14663
1910,116287.23313
1911,239223.93933
1912,370725.36941
1913,150922.83002
1914,58800.844677
1915,312022.32243
1916,68844.265498
1917,246620.66445
1918,143750.44376
1919,184183.47911
1920,160459.49911
1921,368346.83401
1922,331186.37716
1923,233636.87159
1924,220199.83444
1925,198388.47071
1926,376656.68072
1927,136025.95642
1928,160309.40156
1929,121062.41348
1930,138779.71794
1931,142516.50314
1932,145844.70263
1933,183009.25116
1934,181795.94101
1935,165783.87739
1936,195614.0894
1937,184979.05356
1938,173393.34149
1939,254436.81585
1940,194785.89499
1941,172528.80009
1942,186195.63915
1943,223878.09362
1944,398722.96694
1945,407619.13902
1946,143848.77529
1947,362438.80394
1948,164671.67008
1949,243284.91522
1950,186317.88732
1951,240483.0905
1952,202651.52929
1953,164217.34018
1954,191426.33251
1955,133658.92496
1956,307506.32744
1957,153342.98856
1958,281313.372
1959,142640.38798
1960,113010.26047
1961,117479.8363
1962,97164.198698
1963,106520.43245
1964,103794.17853
1965,137659.22386
1966,133487.7
1967,293220.70295
1968,426920.83951
1969,395695.5737
1970,421265.01235
1971,467177.3258
1972,370061.82401
1973,259810.19182
1974,337742.22939
1975,454270.50715
1976,264099.10271
1977,342351.80896
1978,352874.20158
1979,338030.05503
1980,204807.89161
1981,352357.14569
1982,223944.46261
1983,202485.74924
1984,169080.19117
1985,231515.05709
1986,208223.16392
1987,186958.93659
1988,176430.21017
1989,191738.96894
1990,205336.71187
1991,241745.92045
1992,211233.54176
1993,165909.17247
1994,230702.15674
1995,178958.73258
1996,250074.44353
1997,319929.79233
1998,300589.33615
1999,277268.58579
2000,308504.63945
2001,270223.91294
2002,250511.18805
2003,269018.14543
2004,285551.48643
2005,239078.09052
2006,218755.6874
2007,253277.66195
2008,214427.72835
2009,192768.67303
2010,196192.30294
2011,146177.90673
2012,172274.26549
2013,174628.84134
2014,184374.08993
2015,200721.66775
2016,189214.36075
2017,189911.09984
2018,109386.46202
2019,132074.54874
2020,95044.26553
2021,101967.06775
2022,176061.67275
2023,145691.44142
2024,287526.69494
2025,359559.08266
2026,171376.3127
2027,160282.13699
2028,159646.00282
2029,160393.58713
2030,266922.29451
2031,232918.28317
2032,255173.44103
2033,252490.67998
2034,163415.75429
2035,225552.242
2036,197156.96608
2037,199478.47655
2038,325152.70745
2039,238139.094
2040,248511.70059
2041,278237.10472
2042,211615.46134
2043,174478.32788
2044,174694.17758
2045,201638.22883
2046,143655.71969
2047,143756.31314
2048,146129.58353
2049,146296.10778
2050,176841.9016
2051,109311.39088
2052,123402.83107
2053,152684.37997
2054,95684.767866
2055,144148.90678
2056,145174.18194
2057,112020.2644
2058,214969.55382
2059,132829.76496
2060,174886.05304
2061,182870.75405
2062,127876.35155
2063,118847.69178
2064,134919.46929
2065,122843.20533
2066,170281.52549
2067,113211.71813
2068,148743.39266
2069,91705.012002
2070,113249.6571
2071,94155.426742
2072,132078.08853
2073,138575.93828
2074,181217.27133
2075,142537.80792
2076,117329.83743
2077,154975.13685
2078,129351.41691
2079,133698.90866
2080,118840.84498
2081,127224.7422
2082,128926.91659
2083,145427.57156
2084,107567.09027
2085,118756.15127
2086,126481.67938
2087,127264.94278
2088,95098.715062
2089,75814.344635
2090,123017.64697
2091,153848.62339
2092,133287.59051
2093,106573.23231
2094,113884.53341
2095,138227.35547
2096,83696.354889
2097,101295.05894
2098,146672.59116
2099,56697.403248
2100,91486.34715
2101,104932.66485
2102,123360.18384
2103,106436.44545
2104,136651.12767
2105,132397.95813
2106,68078.338761
2107,191017.05272
2108,118670.12499
2109,112986.45826
2110,137631.86439
2111,134757.82547
2112,144755.63496
2113,129291.0529
2114,119805.06135
2115,160734.45406
2116,107653.71984
2117,153047.38008
2118,123571.19474
2119,112386.3213
2120,112398.50974
2121,92105.654934
2122,114343.45614
2123,86995.372702
2124,171148.11149
2125,131099.00482
2126,151931.83112
2127,161449.08783
2128,120072.39438
2129,91851.251465
2130,133878.37315
2131,151848.62835
2132,106040.31944
2133,116219.86072
2134,123301.46629
2135,90790.144523
2136,68207.560052
2137,109627.04473
2138,131150.70374
2139,152585.71313
2140,140482.13946
2141,160826.72268
2142,122798.11212
2143,139125.13418
2144,118974.3198
2145,137703.53517
2146,162522.68937
2147,125202.86616
2148,142606.60084
2149,141965.0993
2150,224266.72523
2151,121151.84646
2152,184024.57574
2153,170618.08612
2154,115679.50391
2155,141991.11477
2156,249420.33338
2157,221149.61681
2158,232567.70581
2159,213064.03267
2160,185863.07776
2161,230434.96035
2162,399540.51252
2163,349023.4951
2164,248150.58002
2165,201963.67235
2166,161977.30781
2167,212950.80771
2168,197675.2878
2169,190812.31926
2170,218712.1029
2171,158131.7536
2172,132027.26939
2173,182128.56432
2174,219824.79799
2175,271887.61686
2176,302847.3972
2177,227142.81124
2178,204613.07759
2179,141749.0441
2180,203535.75266
2181,184971.38189
2182,224461.82787
2183,185678.19924
2184,121013.37513
2185,136821.58579
2186,144047.1345
2187,152384.93596
2188,153936.82406
2189,313630.37004
2190,83085.567139
2191,84119.933821
2192,95028.325166
2193,126829.63129
2194,113846.32534
2195,106673.03077
2196,104342.33787
2197,115157.2966
2198,139189.98497
2199,167615.42542
2200,164710.01684
2201,156727.66601
2202,210210.22875
2203,129160.56088
2204,191196.2375
2205,126716.48449
2206,138968.01424
2207,217610.76251
2208,256745.3327
2209,246726.01079
2210,116197.5791
2211,113832.69583
2212,117748.08873
2213,112925.16845
2214,132640.98284
2215,101822.95208
2216,146231.3998
2217,75158.598069
2218,52744.775709
2219,71055.02926
2220,77030.292472
2221,312022.32243
2222,286482.33732
2223,292235.47099
2224,203718.92095
2225,121152.10195
2226,184283.39969
2227,192663.79754
2228,272206.96519
2229,251250.22542
2230,156553.49191
2231,213095.38252
2232,171925.59279
2233,175576.23167
2234,236950.97372
2235,214139.49017
2236,252517.21191
2237,292052.71612
2238,189389.91287
2239,133155.73091
2240,157414.97666
2241,144108.93008
2242,126628.65271
2243,132422.47319
2244,104908.49721
2245,104178.65431
2246,148306.58983
2247,113883.59072
2248,127254.91784
2249,120306.2551
2250,133601.76106
2251,131001.93437
2252,177948.44113
2253,153121.34611
2254,180833.89077
2255,183856.66085
2256,175488.5379
2257,215637.91686
2258,153315.30201
2259,168638.22688
2260,158595.50539
2261,202351.88564
2262,223705.09563
2263,409970.33393
2264,526311.79329
2265,183802.18814
2266,336063.64863
2267,362528.09654
2268,444410.78703
2269,147248.39149
2270,195540.04604
2271,206016.96754
2272,187643.92263
2273,160776.76441
2274,176226.23065
2275,152037.55164
2276,190350.87423
2277,189222.57879
2278,163612.83659
2279,126448.53906
2280,117749.15728
2281,163125.80474
2282,190344.85175
2283,109460.98353
2284,113554.531
2285,134640.29115
2286,126539.96259
2287,386083.10553
2288,269874.79842
2289,358995.00637
2290,466827.02203
2291,338222.28452
2292,447974.10135
2293,476678.289
2294,399279.1382
2295,443125.90434
2296,282528.75955
2297,366240.35404
2298,338667.85914
2299,340560.60693
2300,327523.05993
2301,319763.09548
2302,247866.31453
2303,245743.72561
2304,252426.31521
2305,197640.84549
2306,191982.87802
2307,206645.32205
2308,215215.71616
2309,296235.41955
2310,208454.14052
2311,203231.80028
2312,178440.09649
2313,173765.39944
2314,176927.55985
2315,183146.05654
2316,205368.99473
2317,192281.88936
2318,181443.16586
2319,185997.27316
2320,189769.5633
2321,243078.85807
2322,175650.99797
2323,204432.08733
2324,191558.25677
2325,210146.05869
2326,180682.47721
2327,200235.30571
2328,220740.56519
2329,192082.52153
2330,181254.62453
2331,331602.8541
2332,402869.78053
2333,324187.99055
2334,258836.42471
2335,287721.71417
2336,302443.65247
2337,208946.82934
2338,270919.72785
2339,226570.35635
2340,394295.64387
2341,218863.70475
2342,241511.24829
2343,232371.09063
2344,240991.54898
2345,242037.50301
2346,211569.62662
2347,201544.0401
2348,249019.37993
2349,187792.81012
2350,328028.90936
2351,260185.12407
2352,254699.60421
2353,255053.68465
2354,151295.35493
2355,159572.23877
2356,147440.05583
2357,188573.8955
2358,196127.82046
2359,135365.75441
2360,115769.52929
2361,146948.15273
2362,265564.76059
2363,130652.11836
2364,144427.29342
2365,221488.37973
2366,190938.83502
2367,224071.81065
2368,221927.59487
2369,220972.24238
2370,161552.58982
2371,163449.03041
2372,185806.10818
2373,287847.11828
2374,317570.23335
2375,259824.83484
2376,276026.5942
2377,332588.31996
2378,141635.56483
2379,195807.65199
2380,158008.00647
2381,168593.19829
2382,212433.37363
2383,198120.792
2384,241490.62235
2385,160752.10886
2386,133843.06681
2387,136462.87315
2388,103189.71271
2389,125617.15648
2390,144399.9407
2391,142509.40216
2392,115496.12355
2393,161864.27146
2394,143507.86704
2395,207593.7289
2396,141382.27487
2397,212632.55411
2398,137778.75216
2399,63026.720463
2400,74619.612268
2401,118858.44902
2402,141442.74585
2403,143597.73094
2404,148512.02558
2405,155787.55766
2406,139148.346
2407,127335.77528
2408,140389.3688
2409,120451.60266
2410,166635.39247
2411,116142.83733
2412,154367.80347
2413,129590.26959
2414,150913.28308
2415,133123.31446
2416,131524.501
2417,129152.16425
2418,128611.37611
2419,125333.60204
2420,120469.44471
2421,153491.30464
2422,107970.46587
2423,126497.70947
2424,156917.86686
2425,225623.64131
2426,134806.38615
2427,134920.49262
2428,177940.33779
2429,112517.67101
2430,132550.95788
2431,103792.85854
2432,153337.07349
2433,152489.39101
2434,145161.04389
2435,157466.09706
2436,113663.77931
2437,106468.1793
2438,116524.83984
2439,102055.93421
2440,124107.93402
2441,87608.212671
2442,89833.920735
2443,118265.80146
2444,119495.09412
2445,89727.083699
2446,133535.83214
2447,172344.94793
2448,133012.34003
2449,116049.85245
2450,150560.38611
2451,123357.27465
2452,185911.34432
2453,89893.076457
2454,129073.23863
2455,128879.57205
2456,140176.28486
2457,128679.26195
2458,134454.52729
2459,110588.42983
2460,137258.9345
2461,130967.71492
2462,133557.71532
2463,127353.07999
2464,168062.38386
2465,147980.71494
2466,122937.43032
2467,135228.86902
2468,88228.055254
2469,78533.56304
2470,208186.36953
2471,197725.53997
2472,144853.53095
2473,115635.25438
2474,68578.253874
2475,218759.20522
2476,118357.62076
2477,121097.0939
2478,158707.33361
2479,103531.3649
2480,153728.85383
2481,122074.36797
2482,125118.85492
2483,112395.02695
2484,123134.16843
2485,126618.95383
2486,149513.29818
2487,187909.85049
2488,156100.252
2489,152009.25471
2490,140538.57005
2491,95190.221826
2492,186447.0557
2493,158861.1575
2494,160760.49925
2495,106318.63118
2496,252599.55443
2497,152486.09161
2498,104938.6361
2499,91309.098157
2500,121421.99006
2501,138842.13068
2502,147652.2188
2503,86274.466465
2504,178532.08805
2505,221594.57303
2506,242123.44032
2507,269588.61953
2508,243284.12073
2509,209825.02044
2510,209545.98498
2511,172582.79433
2512,215637.84544
2513,216603.79086
2514,247957.59728
2515,145331.20446
2516,174394.19926
2517,152352.73554
2518,156226.55539
2519,230597.56796
2520,211999.23567
2521,185812.84292
2522,220480.0753
2523,124347.7502
2524,130710.9343
2525,141224.73035
2526,130958.70515
2527,118434.66676
2528,125772.85013
2529,143597.40375
2530,126812.92363
2531,253346.58411
2532,223860.83723
2533,193837.91161
2534,233987.49908
2535,283690.95065
2536,245445.84224
2537,235375.19053
2538,185939.09682
2539,187250.64368
2540,182045.21638
2541,180597.71863
2542,166594.83478
2543,125215.43266
2544,120198.11792
2545,139090.61683
2546,132160.655
2547,137713.00648
2548,154932.56224
2549,156762.63479
2550,744178.545
2551,140423.09997
2552,125321.49935
2553,73751.244338
2554,101046.79096
2555,114625.7516
2556,97630.732956
2557,110696.73154
2558,167990.69194
2559,135559.67387
2560,153079.16379
2561,150764.59147
2562,149125.36471
2563,155873.35431
2564,201979.67724
2565,142465.98748
2566,156555.97383
2567,139575.41948
2568,178770.58335
2569,221792.41173
2570,115800.61264
2571,191048.49013
2572,154607.69592
2573,226466.69976
2574,300692.0633
2575,131309.3414
2576,121248.74735
2577,160868.06388
2578,80233.20519
2579,75712.283268
2580,94944.374191
2581,93712.209235
2582,94665.123647
2583,283318.51771
2584,171389.30246
2585,190960.8438
2586,215625.53322
2587,193289.45858
2588,133701.3141
2589,149587.76384
2590,201566.61936
2591,227994.74516
2592,212727.58871
2593,248725.22261
2594,171976.5552
2595,195520.61206
2596,273540.72907
2597,182071.17649
2598,306101.45349
2599,327409.61465
2600,141322.42166
2601,137739.8801
2602,87096.711844
2603,91878.614585
2604,97425.890174
2605,76026.731781
2606,143002.59667
2607,211303.76349
2608,210480.61695
2609,175908.73195
2610,120692.19165
2611,116797.25337
2612,160596.17969
2613,136316.53365
2614,127463.14134
2615,152121.53161
2616,149005.86465
2617,171021.72937
2618,208219.99772
2619,191643.99844
2620,185986.51531
2621,172281.78715
2622,177076.56797
2623,235799.3994
2624,287477.22088
2625,292221.61123
2626,168848.53799
2627,166671.95531
2628,530645.70797
2629,579331.40963
2630,387838.18425
2631,487215.91483
2632,449352.88394
2633,329011.30538
2634,449351.28302
2635,160456.66751
2636,166261.32782
2637,185562.81141
2638,261437.18627
2639,188975.77691
2640,149629.01707
2641,102063.06767
2642,197427.4157
2643,104752.15106
2644,121655.3616
2645,109957.30035
2646,95121.299298
2647,104156.61385
2648,138812.6852
2649,153600.88782
2650,131748.08753
2651,130157.54329
2652,405946.32897
2653,247720.99024
2654,256477.07622
2655,401813.64856
2656,318422.68594
2657,352032.4841
2658,311240.36214
2659,315626.44025
2660,362616.22116
2661,357855.93872
2662,369253.80817
2663,287397.30744
2664,284085.08024
2665,330031.609
2666,287088.54943
2667,173322.30229
2668,181587.42876
2669,185184.05669
2670,265554.2406
2671,189301.22732
2672,195139.7817
2673,195467.76902
2674,193512.73728
2675,169593.00795
2676,191814.21296
2677,197539.88268
2678,271356.00115
2679,276530.60168
2680,283670.85472
2681,394468.65522
2682,311096.81592
2683,578223.18228
2684,326132.21973
2685,330245.56506
2686,248264.78606
2687,293707.32519
2688,225822.90564
2689,205018.82751
2690,448665.69488
2691,195173.22492
2692,134563.53081
2693,197439.92938
2694,143009.05172
2695,193131.33625
2696,184535.24895
2697,178463.65301
2698,205518.56409
2699,174484.12785
2700,155155.56659
2701,137273.76297
2702,105459.88129
2703,120740.56708
2704,150227.06463
2705,111346.8726
2706,102709.60815
2707,117271.78411
2708,129946.98582
2709,116744.21192
2710,124265.52844
2711,266614.01525
2712,366923.1607
2713,170202.87485
2714,151570.7256
2715,166012.747
2716,147981.29924
2717,189403.00048
2718,212196.67892
2719,147181.75668
2720,172433.94288
2721,130087.19196
2722,154432.26919
2723,143282.83111
2724,130907.78509
2725,129283.67665
2726,145241.48226
2727,191106.78549
2728,174861.73962
2729,145810.31629
2730,149261.98125
2731,120999.72871
2732,139370.47751
2733,164209.76407
2734,153262.33918
2735,133618.46554
2736,143592.25489
2737,120107.45085
2738,137379.55644
2739,158920.26278
2740,135538.2027
2741,144380.3865
2742,152182.97496
2743,150952.41154
2744,156989.50031
2745,139302.78464
2746,137191.53135
2747,149752.16679
2748,137091.02288
2749,131058.2952
2750,129915.86524
2751,137217.61651
2752,188392.79314
2753,151603.58779
2754,195697.66934
2755,134798.53355
2756,91745.438835
2757,60403.09784
2758,82274.5553
2759,156524.46857
2760,112241.34902
2761,138756.8676
2762,141276.07123
2763,195699.40174
2764,142537.18982
2765,312941.30064
2766,131278.83972
2767,95487.052613
2768,136867.99583
2769,136612.95285
2770,137966.87049
2771,105625.47648
2772,111610.12597
2773,165378.14115
2774,140540.7884
2775,113056.86917
2776,141952.30899
2777,125397.41387
2778,107200.89811
2779,121644.641
2780,89921.521962
2781,88005.065215
2782,96511.326309
2783,96913.872746
2784,120832.1599
2785,127190.51989
2786,65111.09234
2787,124423.27595
2788,76518.76887
2789,159579.27887
2790,101562.18259
2791,112220.14326
2792,47766.509764
2793,157996.78946
2794,97616.955449
2795,118408.03473
2796,97108.492005
2797,208085.88798
2798,104358.52035
2799,107178.50335
2800,77397.585973
2801,107087.35361
2802,128485.9755
2803,172090.96841
2804,141478.76766
2805,100239.26906
2806,76510.950476
2807,155190.48698
2808,144298.68558
2809,132364.7725
2810,125495.25416
2811,153874.95308
2812,168222.69228
2813,156686.73645
2814,157151.40292
2815,103594.02028
2816,210365.58838
2817,144282.09352
2818,134564.10654
2819,159417.14504
2820,136685.4008
2821,123517.61127
2822,202377.6385
2823,346103.92307
2824,174204.59192
2825,149911.03927
2826,123079.80087
2827,132152.06685
2828,228972.20801
2829,193180.6056
2830,227872.61425
2831,169450.45406
2832,242303.21621
2833,310232.77391
2834,227924.20703
2835,223330.80667
2836,188807.73121
2837,142593.62401
2838,151008.26806
2839,179154.29534
2840,189551.46696
2841,199321.11259
2842,224909.77886
2843,148189.96369
2844,165367.57034
2845,124627.76012
2846,209502.75215
2847,196534.25632
2848,208865.43221
2849,194724.13011
2850,266900.93749
2851,215479.8128
2852,226364.88889
2853,228494.37265
2854,141371.99554
2855,198866.67363
2856,200687.44848
2857,187741.45185
2858,205757.08287
2859,126003.37568
2860,129178.65026
2861,126281.60421
2862,185099.47389
2863,136613.94224
2864,231417.25227
2865,142471.88514
2866,155923.95102
2867,101164.74168
2868,82597.822067
2869,102667.78661
2870,128492.70085
2871,94713.939895
2872,49377.393138
2873,114712.34127
2874,135431.68327
2875,118725.52252
2876,167925.03154
2877,141310.257
2878,154133.05549
2879,130843.47143
2880,104953.83315
2881,150987.93988
2882,170237.2502
2883,201484.96918
2884,203137.02531
2885,190525.55889
2886,231486.24988
2887,98210.256424
2888,140109.38827
2889,68680.17193
2890,78491.791971
2891,132628.97435
2892,53763.859187
2893,77483.265756
2894,62973.517045
2895,337205.85775
2896,280805.97424
2897,214441.2328
2898,143500.62809
2899,204623.3934
2900,155722.82095
2901,214397.08495
2902,178345.21958
2903,316692.11012
2904,344980.90703
2905,85955.076907
2906,182372.17795
2907,111734.04074
2908,133782.25025
2909,148593.36381
2910,82813.702509
2911,87001.778886
2912,150795.32919
2913,79411.663868
2914,87372.292086
2915,96574.432085
2916,80028.096525
2917,170934.03034
2918,130329.53296
2919,224162.00255
