"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","FirstFlrSF","SecFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorchSF","PoolArea","MiscVal","MoSold","YrSold","SaleCondition","SalePrice","idxhasG","idxhasMV","idxhasFB1","idxhasFB2","idxhasB","idxhasSF","idxhasPool","idxhasLF","idxhasLQF","idxhasWD","idxhasOP","idxhasEP","idxhasSP"
11,20,"RL",4.2485095276616,9.3236691465689,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,5,1965,1965,"Hip","HdBoard","HdBoard","None",-6.90775527898214,"TA","TA","CBlock","TA","TA","No","Rec",6.80904040979513,"Unf",0,134,6.94697695367342,"GasA","Ex","Y","SBrkr",6.94697695367342,-6.90775527898214,0,6.94697695367342,1,0,1,0,3,1,"TA",5,0,"None","Detchd",1965,"Unf",1,384,"TA","TA","Y",-6.90775527898214,-6.90775527898214,0,0,0,-6.90775527898214,2,2008,"Normal",11.7714361678437,1,0,1,0,1,0,0,1,0,0,0,0,0
12,60,"RL",4.44266302112699,9.38630853866243,"IR1","Inside","NridgHt","Norm","1Fam","2Story",9,5,2005,2006,"Hip","WdShing","Wd Shng","Stone",5.65599530731724,"Ex","TA","PConc","Ex","TA","No","GLQ",6.90575427831497,"Unf",0,177,7.06902427764173,"GasA","Ex","Y","SBrkr",7.07496404398937,7.04053726587231,0,7.75104554826431,1,0,3,0,4,1,"Ex",11,2,"Gd","BuiltIn",2005,"Fin",3,736,"TA","TA","Y",4.99043938947669,3.04457005563729,0,0,0,-6.90775527898214,7,2006,"Partial",12.751299698912,1,0,1,0,1,1,0,1,0,1,1,0,0
13,20,"RL",-6.90775527898214,9.4702401405284,"IR2","Inside","Sawyer","Norm","1Fam","1Story",5,6,1962,1962,"Hip","HdBoard","Plywood","None",-6.90775527898214,"TA","TA","CBlock","TA","TA","No","ALQ",6.60258924904052,"Unf",0,175,6.81564108656496,"GasA","TA","Y","SBrkr",6.81564108656496,-6.90775527898214,0,6.81564108656496,1,0,1,0,2,1,"TA",4,0,"None","Detchd",1962,"Unf",1,352,"TA","TA","Y",4.94164956544094,-6.90775527898214,0,176,0,-6.90775527898214,9,2008,"Normal",11.8775685855026,1,0,1,0,1,0,0,0,0,1,0,0,1
14,20,"RL",4.51087049546746,9.2735030408129,"IR1","Inside","CollgCr","Norm","1Fam","1Story",7,5,2006,2007,"Gable","VinylSd","VinylSd","Stone",5.7235883699209,"Gd","TA","PConc","Gd","TA","Av","Unf",-6.90775527898214,"Unf",0,1494,7.30921303503658,"GasA","Ex","Y","SBrkr",7.30921303503658,-6.90775527898214,0,7.30921303503658,0,0,2,0,3,1,"Gd",7,1,"Gd","Attchd",2006,"RFn",3,840,"TA","TA","Y",5.0751800652143,3.49653786403766,0,0,0,-6.90775527898214,8,2007,"Partial",12.5407575751551,1,0,0,0,1,0,0,1,0,1,1,0,0
15,20,"RL",-6.90775527898214,9.29835134087398,"IR1","Corner","Other","Norm","1Fam","1Story",6,5,1960,1960,"Hip","MetalSd","MetalSd","BrkFace",5.35659099164202,"TA","TA","CBlock","TA","TA","No","BLQ",6.5971470661422,"Unf",0,520,7.13329675298035,"GasA","TA","Y","SBrkr",7.13329675298035,-6.90775527898214,0,7.13329675298035,1,0,1,1,2,1,"TA",5,1,"Fa","Attchd",1960,"RFn",1,352,"TA","TA","Y",-6.90775527898214,5.36129686053409,176,0,0,-6.90775527898214,5,2008,"Normal",11.9640010906999,1,0,1,0,1,0,0,0,0,0,1,1,0
16,45,"RM",3.93184524037523,8.71931753890505,"Reg","Corner","BrkSide","Norm","1Fam","1.5Unf",7,8,1929,2001,"Gable","Wd Sdng","Wd Sdng","None",-6.90775527898214,"TA","TA","BrkTil","TA","TA","No","Unf",-6.90775527898214,"Unf",0,832,6.72383364274356,"GasA","Ex","Y","FuseA",6.74993236474807,-6.90775527898214,0,6.74993236474807,0,0,1,0,2,1,"TA",5,0,"None","Detchd",1991,"Unf",2,576,"TA","TA","Y",3.87122184402421,4.71850779982666,0,0,0,-6.90775527898214,7,2007,"Normal",11.7905572091443,1,0,0,0,1,0,0,1,0,1,1,0,0
17,20,"RL",-6.90775527898214,9.32732317642185,"IR1","CulDSac","Other","Norm","1Fam","1Story",6,7,1970,1970,"Gable","Wd Sdng","Wd Sdng","BrkFace",5.19296240643033,"TA","TA","CBlock","TA","TA","No","ALQ",6.35957559877469,"Unf",0,426,6.91174829626712,"GasA","Ex","Y","SBrkr",6.91174829626712,-6.90775527898214,0,6.91174829626712,1,0,1,0,2,1,"TA",5,1,"TA","Attchd",1970,"Fin",2,480,"TA","TA","Y",-6.90775527898214,-6.90775527898214,0,0,0,6.55108176361381,3,2010,"Normal",11.911701591639,1,1,1,0,1,0,0,0,0,0,0,0,0
18,90,"RL",4.27668000780849,9.28646782503355,"Reg","Inside","Sawyer","Norm","Duplex","1Story",4,5,1967,1967,"Gable","MetalSd","MetalSd","None",-6.90775527898214,"TA","TA","Slab","None","None","None","None",-6.90775527898214,"None",0,0,-6.90775527898214,"GasA","TA","Y","SBrkr",7.16703864851686,-6.90775527898214,0,7.16703864851686,0,0,2,0,2,2,"TA",6,0,"None","CarPort",1967,"Unf",2,516,"TA","TA","Y",-6.90775527898214,-6.90775527898214,0,0,0,6.21461009842019,10,2006,"Normal",11.4075649604235,1,1,0,0,0,0,0,1,0,0,0,0,0
19,20,"RL",4.18966989342679,9.52478615471653,"Reg","Inside","SawyerW","RRAe","1Fam","1Story",5,5,2004,2004,"Gable","VinylSd","VinylSd","None",-6.90775527898214,"TA","TA","PConc","TA","TA","No","GLQ",6.47080105176902,"Unf",0,468,7.0157133181529,"GasA","Ex","Y","SBrkr",7.0157133181529,-6.90775527898214,0,7.0157133181529,1,0,1,1,3,1,"Gd",6,0,"None","Detchd",2004,"Unf",2,576,"TA","TA","Y",-6.90775527898214,4.62498261715778,0,0,0,-6.90775527898214,6,2008,"Normal",11.9766594874917,1,0,1,0,1,0,0,1,0,0,1,0,0
20,20,"RL",4.2485095276616,8.9306266014487,"Reg","Inside","Other","Norm","1Fam","1Story",5,6,1958,1965,"Hip","BrkFace","Plywood","None",-6.90775527898214,"TA","TA","CBlock","TA","TA","No","LwQ",6.22257825219638,"Unf",0,525,6.93634370765088,"GasA","TA","Y","SBrkr",7.19967909251688,-6.90775527898214,0,7.19967909251688,0,0,1,0,3,1,"TA",6,0,"None","Attchd",1958,"Unf",1,294,"TA","TA","Y",-6.90775527898214,-6.90775527898214,0,0,0,-6.90775527898214,5,2009,"Abnorml",11.8422292193071,1,0,1,0,1,0,0,1,0,0,0,0,0
21,60,"RL",4.61513041778234,9.56205309443332,"IR1","Corner","NridgHt","Norm","1Fam","2Story",8,5,2005,2006,"Gable","VinylSd","VinylSd","BrkFace",5.94017388429592,"Gd","TA","PConc","Ex","TA","Av","Unf",-6.90775527898214,"Unf",0,1158,7.05445052169043,"GasA","Ex","Y","SBrkr",7.05445052169043,7.10496626928757,0,7.77317410135787,0,0,3,1,4,1,"Gd",9,1,"Gd","BuiltIn",2005,"RFn",3,853,"TA","TA","Y",5.48064308999998,5.03695909589904,0,0,0,-6.90775527898214,11,2006,"Partial",12.6925031155355,1,0,0,0,1,1,0,1,0,1,1,0,0
22,45,"RM",4.04306881154031,8.91583520842248,"Reg","Inside","IDOTRR","Norm","1Fam","1.5Unf",7,7,1930,1950,"Gable","Wd Sdng","Wd Sdng","None",-6.90775527898214,"TA","TA","PConc","TA","TA","No","Unf",-6.90775527898214,"Unf",0,637,6.45677122542964,"GasA","Ex","Y","FuseF",7.0103127698339,-6.90775527898214,0,7.0103127698339,0,0,1,0,3,1,"Gd",6,1,"Gd","Attchd",1930,"Unf",1,280,"TA","TA","N",-6.90775527898214,-6.90775527898214,205,0,0,-6.90775527898214,6,2007,"Normal",11.8451027844822,1,0,0,0,1,0,0,1,0,0,0,1,0
23,20,"RL",4.31750144678076,9.18420181701481,"Reg","Inside","CollgCr","Norm","1Fam","1Story",8,5,2002,2002,"Hip","VinylSd","VinylSd","BrkFace",5.63835822804627,"Gd","TA","PConc","Gd","TA","No","Unf",-6.90775527898214,"Unf",0,1777,7.48268239090069,"GasA","Ex","Y","SBrkr",7.49276085802529,-6.90775527898214,0,7.49276085802529,0,0,2,0,3,1,"Gd",7,1,"Gd","Attchd",2002,"RFn",2,534,"TA","TA","Y",5.14166940443878,5.06891049150863,0,0,0,-6.90775527898214,9,2008,"Normal",12.3458345922532,1,0,0,0,1,0,0,1,0,1,1,0,0
24,120,"RM",3.78421236093273,8.34853806212849,"Reg","Inside","MeadowV","Norm","TwnhsE","1Story",5,7,1976,1976,"Gable","CemntBd","CmentBd","None",-6.90775527898214,"TA","TA","PConc","Gd","TA","No","GLQ",6.73340308231284,"Unf",0,200,6.94697695367342,"GasA","TA","Y","SBrkr",6.96602513050189,-6.90775527898214,0,6.96602513050189,1,0,1,0,3,1,"TA",6,1,"TA","Attchd",1976,"Unf",2,572,"TA","TA","Y",4.60518018593809,4.70048945666019,0,0,0,-6.90775527898214,6,2007,"Normal",11.7745202103569,1,0,1,0,1,0,0,1,0,1,1,0,0
25,20,"RL",-6.90775527898214,9.01748363453776,"IR1","Inside","Sawyer","Norm","1Fam","1Story",5,8,1968,2001,"Gable","Plywood","Plywood","None",-6.90775527898214,"TA","Gd","CBlock","TA","TA","Mn","Rec",5.23644728196474,"ALQ",668,204,6.96602513050189,"GasA","Ex","Y","SBrkr",6.96602513050189,-6.90775527898214,0,6.96602513050189,1,0,1,0,3,1,"Gd",6,1,"TA","Attchd",1968,"Unf",1,270,"TA","TA","Y",6.00635562265289,4.49982078137965,0,0,0,-6.90775527898214,5,2010,"Normal",11.9447078878893,1,0,1,1,1,0,0,0,0,1,1,0,0
26,20,"RL",4.70048945666019,9.56310776135796,"Reg","Corner","NridgHt","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",6.4614697388525,"Gd","TA","PConc","Gd","TA","No","Unf",-6.90775527898214,"Unf",0,1566,7.35628051512015,"GasA","Ex","Y","SBrkr",7.37775953322768,-6.90775527898214,0,7.37775953322768,0,0,2,0,3,1,"Gd",7,1,"Gd","Attchd",2007,"RFn",3,890,"TA","TA","Y",-6.90775527898214,4.02536954771857,0,0,0,-6.90775527898214,7,2009,"Normal",12.4541039162538,1,0,0,0,1,0,0,1,0,0,1,0,0
27,20,"RL",4.09436122874988,8.88183644389303,"Reg","Corner","Other","Norm","1Fam","1Story",5,7,1951,2000,"Gable","Wd Sdng","Wd Sdng","None",-6.90775527898214,"TA","TA","CBlock","TA","TA","Mn","BLQ",5.45532538885284,"Rec",486,180,6.8023958744348,"GasA","TA","Y","SBrkr",6.8023958744348,-6.90775527898214,0,6.8023958744348,0,1,1,0,3,1,"Gd",5,0,"None","Detchd",2005,"Unf",2,576,"TA","TA","Y",5.40268188636664,3.46576715231146,0,0,0,-6.90775527898214,5,2010,"Normal",11.8115474848787,1,0,1,1,1,0,0,1,0,1,1,0,0
28,20,"RL",4.58497768270014,9.3481875257915,"Reg","Inside","NridgHt","Norm","1Fam","1Story",8,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",5.29832236653554,"Gd","TA","PConc","Ex","TA","No","GLQ",7.10496626928757,"Unf",0,486,7.44073429424355,"GasA","Ex","Y","SBrkr",7.44073429424355,-6.90775527898214,0,7.44073429424355,1,0,2,0,3,1,"Gd",7,1,"Gd","Attchd",2008,"RFn",3,772,"TA","TA","Y",-6.90775527898214,3.91204300522815,0,0,0,-6.90775527898214,5,2010,"Normal",12.6313403842025,1,0,1,0,1,0,0,1,0,0,1,0,0
29,20,"RL",3.85016887807946,9.70020796242145,"IR1","CulDSac","Other","Norm","1Fam","1Story",5,6,1957,1997,"Gable","MetalSd","MetalSd","None",-6.90775527898214,"TA","TA","CBlock","TA","TA","Gd","BLQ",7.15226963911759,"Unf",0,207,7.30249709758155,"GasA","TA","Y","SBrkr",7.37775953322768,-6.90775527898214,0,7.37775953322768,1,0,1,0,2,1,"TA",6,2,"Gd","Attchd",1957,"RFn",1,319,"TA","TA","Y",5.66296395235214,5.5529634608831,0,0,0,-6.90775527898214,12,2006,"Normal",12.2428866234722,1,0,1,0,1,0,0,1,0,1,1,0,0
30,30,"RM",4.09436122874988,8.75210735645712,"IR1","Inside","BrkSide","Feedr","1Fam","1Story",4,6,1927,1950,"Gable","MetalSd","MetalSd","None",-6.90775527898214,"TA","TA","BrkTil","TA","TA","No","Unf",-6.90775527898214,"Unf",0,520,6.25383073465055,"GasA","Fa","N","SBrkr",6.25383073465055,-6.90775527898214,0,6.25383073465055,0,0,1,0,1,1,"Fa",4,0,"None","Detchd",1920,"Unf",1,240,"Fa","TA","Y",3.89184070606565,-6.90775527898214,87,0,0,-6.90775527898214,5,2008,"Normal",11.1345890388489,1,0,0,0,1,0,0,1,0,1,0,1,0
31,70,"C",3.91204300522815,9.04782156012546,"Reg","Inside","IDOTRR","Feedr","1Fam","2Story",4,4,1920,1950,"Gambrel","BrkFace","BrkFace","None",-6.90775527898214,"TA","Fa","BrkTil","TA","TA","No","Unf",-6.90775527898214,"Unf",0,649,6.47543425753495,"GasA","TA","N","SBrkr",6.47543425753495,6.50428967054151,0,7.18311246104444,0,0,1,0,3,1,"TA",6,0,"None","Detchd",1920,"Unf",1,250,"TA","Fa","N",-6.90775527898214,3.98900256491133,172,0,0,-6.90775527898214,7,2008,"Normal",10.5966347580961,1,0,0,0,1,1,0,1,0,0,1,1,0
32,20,"RL",-6.90775527898214,9.05298467824117,"IR1","CulDSac","Sawyer","Norm","1Fam","1Story",5,6,1966,2006,"Gable","HdBoard","HdBoard","None",-6.90775527898214,"TA","TA","CBlock","TA","TA","No","Unf",-6.90775527898214,"Unf",0,1228,7.113142923039,"GasA","Gd","Y","SBrkr",7.113142923039,-6.90775527898214,0,7.113142923039,0,0,1,1,3,1,"Gd",6,0,"None","Attchd",1966,"Unf",1,271,"TA","TA","Y",-6.90775527898214,4.17440265439268,0,0,0,-6.90775527898214,6,2008,"Normal",11.9140478303399,1,0,0,0,1,0,0,0,0,0,1,0,0
33,20,"RL",4.44266302112699,9.3100952956191,"Reg","Corner","CollgCr","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","None",-6.90775527898214,"Gd","TA","PConc","Ex","TA","Av","Unf",-6.90775527898214,"Unf",0,1234,7.11801701483778,"GasA","Ex","Y","SBrkr",7.11801701483778,-6.90775527898214,0,7.11801701483778,0,0,2,0,3,1,"Gd",7,0,"None","Attchd",2007,"RFn",2,484,"TA","TA","Y",-6.90775527898214,3.40123071443995,0,0,0,-6.90775527898214,1,2008,"Normal",12.1001564254973,1,0,0,0,1,0,0,1,0,0,1,0,0
34,20,"RL",4.2485095276616,9.26407078916591,"IR1","Inside","Other","Norm","1Fam","1Story",5,5,1959,1959,"Hip","BrkFace","BrkFace","None",-6.90775527898214,"TA","TA","CBlock","TA","TA","No","Rec",6.92559617942826,"Unf",0,380,7.24279863810108,"GasA","Gd","Y","SBrkr",7.43838411827943,-6.90775527898214,0,7.43838411827943,0,1,1,1,4,1,"Gd",6,1,"Gd","Attchd",1959,"RFn",2,447,"TA","TA","Y",-6.90775527898214,3.63761247516961,0,0,0,-6.90775527898214,4,2010,"Normal",12.0167264798415,1,0,1,0,1,0,0,1,0,0,1,0,0
35,120,"RL",4.09436122874988,8.89740900201373,"Reg","Inside","NridgHt","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","MetalSd","MetalSd","BrkFace",5.50533560096475,"Ex","TA","PConc","Ex","TA","No","GLQ",7.05012338757137,"Unf",0,408,7.35308256113022,"GasA","Ex","Y","SBrkr",7.35308256113022,-6.90775527898214,0,7.35308256113022,1,0,2,0,2,1,"Ex",6,1,"Gd","Attchd",2005,"Fin",2,556,"TA","TA","Y",5.31321090513803,3.85016887807946,0,0,0,-6.90775527898214,8,2007,"Normal",12.5335762157722,1,0,1,0,1,0,0,1,0,1,1,0,0
36,60,"RL",4.68214048634061,9.50435244264959,"Reg","Inside","NridgHt","Norm","1Fam","2Story",8,5,2004,2005,"Gable","VinylSd","VinylSd","Stone",4.88280949831525,"Gd","TA","PConc","Ex","TA","Av","Unf",-6.90775527898214,"Unf",0,1117,7.01840269432395,"GasA","Ex","Y","SBrkr",7.03174214215496,7.18538777315589,0,7.80465970488636,0,0,3,1,4,1,"Gd",9,1,"Gd","BuiltIn",2004,"Fin",3,691,"TA","TA","Y",4.72739666823071,3.46576715231146,0,0,0,-6.90775527898214,9,2006,"Normal",12.6410965591161,1,0,0,0,1,1,0,1,0,1,1,0,0
37,20,"RL",4.71850779982666,9.29274960030641,"Reg","Corner","CollgCr","Norm","1Fam","1Story",5,5,1994,1995,"Gable","VinylSd","VinylSd","None",-6.90775527898214,"TA","TA","PConc","Gd","TA","No","Unf",-6.90775527898214,"Unf",0,1097,7.00033537185184,"GasA","Ex","Y","SBrkr",7.00033537185184,-6.90775527898214,0,7.00033537185184,0,0,1,1,3,1,"TA",6,0,"None","Attchd",1995,"Unf",2,672,"TA","TA","Y",5.97126439080762,4.1588987082376,0,0,0,-6.90775527898214,6,2009,"Normal",11.8844890282993,1,0,0,0,1,0,0,1,0,1,1,0,0
38,20,"RL",4.30407860662638,9.05157919679705,"Reg","Inside","Other","Norm","1Fam","1Story",5,6,1954,1990,"Hip","Wd Sdng","Wd Sdng","BrkFace",6.47697390135004,"TA","TA","CBlock","TA","TA","No","Rec",7.10085273334602,"Unf",0,84,7.16780995532617,"GasA","Gd","Y","SBrkr",7.16780995532617,-6.90775527898214,0,7.16780995532617,0,1,1,0,3,1,"TA",5,1,"TA","Attchd",1954,"Fin",2,498,"TA","TA","Y",-6.90775527898214,-6.90775527898214,0,0,0,-6.90775527898214,10,2009,"Normal",11.9381932069105,1,0,1,0,1,0,0,1,0,0,0,0,0
39,20,"RL",4.21952241095033,8.9773991044126,"Reg","Inside","Other","Norm","1Fam","1Story",5,7,1953,2007,"Gable","VinylSd","VinylSd","None",-6.90775527898214,"TA","Gd","CBlock","TA","TA","No","GLQ",6.5944148277379,"Unf",0,326,6.96319093194358,"GasA","TA","Y","SBrkr",6.96319093194358,-6.90775527898214,0,6.96319093194358,1,0,1,0,3,1,"Gd",5,0,"None","Detchd",1953,"Unf",1,246,"TA","TA","Y",-6.90775527898214,3.95126294916575,0,0,0,-6.90775527898214,1,2010,"Abnorml",11.5991031703856,1,0,1,0,1,0,0,1,0,0,1,0,0
40,90,"RL",4.17440265439268,8.70615945649176,"Reg","Inside","Edwards","Norm","Duplex","1Story",4,5,1955,1955,"Gable","AsbShng","Plywood","None",-6.90775527898214,"TA","TA","PConc","None","None","None","None",-6.90775527898214,"None",0,0,-6.90775527898214,"GasA","TA","N","FuseP",7.04925570931102,-6.90775527898214,0,7.04925570931102,0,0,2,0,2,2,"Fa",6,0,"None","None",0,"None",0,0,"None","None","N",-6.90775527898214,-6.90775527898214,0,0,0,-6.90775527898214,6,2008,"AdjLand",11.3144745384415,0,0,0,0,0,0,0,1,0,0,0,0,0
